index,Date,Symbol,Open,High,Low,Close,Volume From,Volume To
327,2018-01-18 09-AM,BTCUSD,10781.97,11385.03,10738.7,11156,316.18,3525688.08
326,2018-01-18 10-AM,BTCUSD,11156,11280,11050,11211.93,180.6,2017188.48
325,2018-01-18 11-AM,BTCUSD,11211.93,11600,11211.93,11456,415.13,4765197.38
324,2018-01-18 12-PM,BTCUSD,11456,11889,11431.55,11490.2,640.17,7501496.99
323,2018-01-18 01-PM,BTCUSD,11490.2,11770,11350,11506,332.85,3846650.57
322,2018-01-18 02-PM,BTCUSD,11506,11789.64,11400.02,11789.64,295.57,3428261.51
321,2018-01-18 03-PM,BTCUSD,11789.64,11900,11467.67,11784.48,807.05,9482698.22
320,2018-01-18 04-PM,BTCUSD,11784.48,11784.48,11303.79,11483.38,522.28,5995241.75
319,2018-01-18 05-PM,BTCUSD,11483.38,11600,11116.88,11116.88,334.83,3796229.69
318,2018-01-18 06-PM,BTCUSD,11116.88,11582.68,11075.6,11560,339.46,3833845.09
317,2018-01-18 07-PM,BTCUSD,11560,11655.35,11350,11642.05,217.21,2509148.74
316,2018-01-18 08-PM,BTCUSD,11642.05,11800,11535.82,11626.22,263.93,3087906.07
315,2018-01-18 09-PM,BTCUSD,11626.22,11806,11246.1,11406,475.48,5492613.89
314,2018-01-18 10-PM,BTCUSD,11406,11414.09,10800,11078.91,792.94,8755905.73
313,2018-01-18 11-PM,BTCUSD,11078.91,11192.6,10756.1,11010,518.63,5672098.64
312,2018-01-19 12-AM,BTCUSD,11010,11320.34,10944.06,11282.58,228.25,2540722.07
311,2018-01-19 01-AM,BTCUSD,11282.58,11386,11066.1,11200,149.66,1679914
310,2018-01-19 02-AM,BTCUSD,11200,11213.91,10700,10718,336.99,3664853.87
309,2018-01-19 03-AM,BTCUSD,10718,11028,10641,10900.7,270.69,2922230.31
308,2018-01-19 04-AM,BTCUSD,10900.7,11200.77,10774.95,11133.33,238.08,2615893.7
307,2018-01-19 05-AM,BTCUSD,11133.33,11288.98,11028.51,11187.83,184.94,2065371.38
306,2018-01-19 06-AM,BTCUSD,11187.83,11394.3,11080,11295.06,168.57,1893908.06
305,2018-01-19 07-AM,BTCUSD,11295.06,11306.12,10931,11050,152.51,1691988.77
304,2018-01-19 08-AM,BTCUSD,11050,11666,10933,11548.11,513.02,5869353.59
303,2018-01-19 09-AM,BTCUSD,11548.11,11700,11401.88,11455.46,185.34,2137008.22
302,2018-01-19 10-AM,BTCUSD,11455.46,11688.45,11413.08,11630,215.32,2489144.84
301,2018-01-19 11-AM,BTCUSD,11630,11670,11421.6,11525,144.6,1667597.28
300,2018-01-19 12-PM,BTCUSD,11525,11750,11511,11670,232.97,2716859.35
299,2018-01-19 01-PM,BTCUSD,11670,11750,11551.31,11551.31,149.68,1743974.76
298,2018-01-19 02-PM,BTCUSD,11551.31,11666,11259.39,11300,258.49,2958865.25
297,2018-01-19 03-PM,BTCUSD,11300,11497,11259.31,11364.81,222.22,2528349.62
296,2018-01-19 04-PM,BTCUSD,11364.81,11562.45,11352.81,11530,131.01,1505476
295,2018-01-19 05-PM,BTCUSD,11530,11532,11096,11155,289.03,3259920.01
294,2018-01-19 06-PM,BTCUSD,11155,11236.36,10965,11114.13,254.93,2829334.42
293,2018-01-19 07-PM,BTCUSD,11114.13,11180,10970,11123,162.79,1807452.73
292,2018-01-19 08-PM,BTCUSD,11123,11300,10998.72,11217.32,366.72,4078147.57
291,2018-01-19 09-PM,BTCUSD,11217.32,11334.07,11130,11204,150.23,1691368.93
290,2018-01-19 10-PM,BTCUSD,11204,11300,11088.46,11089,212.34,2373552.21
289,2018-01-19 11-PM,BTCUSD,11089,11421,11050,11410.54,170.32,1915785.48
288,2018-01-20 12-AM,BTCUSD,11410.54,11561,11406.7,11519.59,231.78,2664016.87
287,2018-01-20 01-AM,BTCUSD,11519.59,11645,11477.41,11590,125.3,1449692.76
286,2018-01-20 02-AM,BTCUSD,11590,11650,11484.03,11623,183.57,2124249.21
285,2018-01-20 03-AM,BTCUSD,11623,11749.08,11600,11630,229.72,2685675.84
284,2018-01-20 04-AM,BTCUSD,11630,12250,11550,12250,552.55,6544820.55
283,2018-01-20 05-AM,BTCUSD,12250,12652.04,12250,12652.04,610.36,7586173.99
282,2018-01-20 06-AM,BTCUSD,12652.04,12670.56,12333,12420,322.66,4027976.53
281,2018-01-20 07-AM,BTCUSD,12420,12625.24,12368.03,12625.24,347.19,4347159.95
280,2018-01-20 08-AM,BTCUSD,12625.24,12750,12422.01,12750,357.01,4503207.02
279,2018-01-20 09-AM,BTCUSD,12750,12750,12440,12480.13,274.96,3460078.15
278,2018-01-20 10-AM,BTCUSD,12480.13,12583.4,12380.11,12552.98,193.44,2413564.43
277,2018-01-20 11-AM,BTCUSD,12552.98,12580,12305,12331.32,222.8,2771621.63
276,2018-01-20 12-PM,BTCUSD,12331.32,12518,12270.04,12495,211.71,2621059.1
275,2018-01-20 01-PM,BTCUSD,12495,12642,12399.2,12460,289.52,3633453.64
274,2018-01-20 02-PM,BTCUSD,12460,12675,12402,12562,170.25,2142264.23
273,2018-01-20 03-PM,BTCUSD,12562,12609.99,12450,12531,204.59,2559743.04
272,2018-01-20 04-PM,BTCUSD,12531,12813.45,12500,12801,376.92,4783743.98
271,2018-01-20 05-PM,BTCUSD,12801,12941.79,12651,12800,300.68,3855866.17
270,2018-01-20 06-PM,BTCUSD,12800,13400,12717.64,13039.05,729.7,9473688.72
