index,Date,Symbol,Open,High,Low,Close,Volume From,Volume To
1840,2017-11-16 08-AM,ETHUSD,324.76,325,321.66,323.55,2059.9,665523.64
1839,2017-11-16 09-AM,ETHUSD,323.55,325,322.19,324,1310.15,424040.28
1838,2017-11-16 10-AM,ETHUSD,324,324.52,321.1,323.65,1140.58,367788.24
1837,2017-11-16 11-AM,ETHUSD,323.65,325.79,321.23,325.17,912.56,295652.18
1836,2017-11-16 12-PM,ETHUSD,325.17,330.98,323.51,328.69,3311.03,1089403.64
1835,2017-11-16 01-PM,ETHUSD,328.69,329.91,325,327.31,2483.2,813904.56
1834,2017-11-16 02-PM,ETHUSD,327.31,329.5,324.36,327.92,2734.7,892423.04
1833,2017-11-16 03-PM,ETHUSD,327.92,330.12,326.77,330.12,771.5,253796.08
1832,2017-11-16 04-PM,ETHUSD,330.12,334.67,329.21,334.31,2795.51,928603.2
1831,2017-11-16 05-PM,ETHUSD,334.31,335,330.85,331.02,1863.8,620483.86
1830,2017-11-16 06-PM,ETHUSD,331.02,331.8,325.26,327.99,2790.76,915972.22
1829,2017-11-16 07-PM,ETHUSD,327.99,331.88,326.55,330.21,1045.78,344250.67
1828,2017-11-16 08-PM,ETHUSD,330.21,330.91,326.65,328.94,848.83,279001.29
1827,2017-11-16 09-PM,ETHUSD,328.94,331.19,326.51,328.34,1035.71,339549.81
1826,2017-11-16 10-PM,ETHUSD,328.34,331.17,326,329.49,2275.86,748059.89
1825,2017-11-16 11-PM,ETHUSD,329.49,331.41,328,330.4,1769.55,584117.82
1824,2017-11-17 12-AM,ETHUSD,330.4,331.5,327.15,329.47,1088.62,359077.68
1823,2017-11-17 01-AM,ETHUSD,329.47,329.98,327.87,329.24,1520.68,500753.91
1822,2017-11-17 02-AM,ETHUSD,329.24,332,328.01,332,1990.73,656886.08
1821,2017-11-17 03-AM,ETHUSD,332,333,330.82,331.9,1028.69,341700.56
1820,2017-11-17 04-AM,ETHUSD,331.9,332.82,330.31,331,712.73,236135.85
1819,2017-11-17 05-AM,ETHUSD,331,331.4,329.5,331,882.99,291604.23
1818,2017-11-17 06-AM,ETHUSD,331,331.4,329.5,331,468.03,154791.95
1817,2017-11-17 07-AM,ETHUSD,331,331,324.89,328.5,2899.83,946942.19
1816,2017-11-17 08-AM,ETHUSD,328.5,331.27,325.1,327.6,2012.32,658047.81
1815,2017-11-17 09-AM,ETHUSD,327.6,329,326,329,1347.61,440727.28
1814,2017-11-17 10-AM,ETHUSD,329,331,327.48,329.56,975.69,321402.21
1813,2017-11-17 11-AM,ETHUSD,329.56,330.4,328.07,329.17,1064.09,350204.63
1812,2017-11-17 12-PM,ETHUSD,329.17,331.06,328.08,329.68,843.32,278285.43
1811,2017-11-17 01-PM,ETHUSD,329.68,331.5,329.34,331,1148.99,379599.43
1810,2017-11-17 02-PM,ETHUSD,331,333.31,329.67,333.23,1186.45,393878.61
1809,2017-11-17 03-PM,ETHUSD,333.23,334.7,332.52,333,1342.7,447694.95
1808,2017-11-17 04-PM,ETHUSD,333,333.05,330.9,332.4,981.57,325811.48
1807,2017-11-17 05-PM,ETHUSD,332.4,332.4,329.81,332.14,605.94,200478.3
1806,2017-11-17 06-PM,ETHUSD,332.14,332.61,330.7,332,621.37,206104.86
1805,2017-11-17 07-PM,ETHUSD,332,332.5,330.99,331.05,501.35,166254.43
1804,2017-11-17 08-PM,ETHUSD,331.05,332.94,330,331.38,523.22,173428.97
1803,2017-11-17 09-PM,ETHUSD,331.38,333.04,330,331.21,1022.18,338913.27
1802,2017-11-17 10-PM,ETHUSD,331.21,333.3,331.21,332.75,386.7,128515
1801,2017-11-17 11-PM,ETHUSD,332.75,332.75,330.2,331.51,740.59,245692.11
1800,2017-11-18 12-AM,ETHUSD,331.51,331.62,327.43,328.37,1565.46,515594.66
